transaction_id,complaint_id,sender_account,receiver_account,amount,transaction_time,transaction_type,transaction_status
TXN82650,CC1372,ACC101528,ACC100938,176539.81,2025-05-23 18:41:30,IMPS,Failed
TXN82651,CC1086,ACC101566,ACC100121,67843.69,2026-03-20 16:20:39,UPI,Pending
TXN82652,CC1248,ACC100500,ACC100112,122585.56,2025-11-01 13:48:44,NEFT,Completed
TXN82653,CC1319,ACC101440,ACC100994,127475.34,2026-03-05 03:53:24,RTGS,Pending
TXN82654,CC1871,ACC101716,ACC101838,92839.79,2025-01-13 10:13:49,RTGS,Pending
TXN82655,CC1557,ACC101222,ACC100001,190212.39,2026-06-25 02:40:57,IMPS,Pending
TXN82656,CC1593,ACC100415,ACC100128,186943.45,2026-01-22 03:22:55,UPI,Reversed
TXN82657,CC1115,ACC101759,ACC101725,10571.01,2026-02-12 03:25:38,UPI,Pending
TXN82658,CC1444,ACC101736,ACC101782,92198.17,2025-12-06 18:03:17,UPI,Completed
TXN82659,CC1472,ACC101346,ACC101721,115036.94,2026-04-26 14:38:27,Card Payment,Pending
TXN82660,CC1107,ACC101218,ACC101179,195761.45,2026-02-27 14:02:36,ATM Withdrawal,Reversed
TXN82661,CC1690,ACC100100,ACC101126,92506.58,2026-03-07 02:55:09,NEFT,Pending
TXN82662,CC1019,ACC101051,ACC101372,150316.38,2026-07-09 16:19:45,IMPS,Reversed
TXN82663,CC1870,ACC101154,ACC101105,101933.9,2026-06-01 04:16:49,NEFT,Reversed
TXN82664,CC1357,ACC101274,ACC100826,197248.81,2026-02-06 17:43:27,NEFT,Reversed
TXN82665,CC1260,ACC101886,ACC101029,37885.51,2025-08-28 00:55:49,UPI,Reversed
TXN82666,CC1067,ACC101842,ACC100665,51840.02,2025-12-07 18:22:01,UPI,Pending
TXN82667,CC1873,ACC101559,ACC101643,188251.84,2026-01-29 14:54:09,Card Payment,Completed
TXN82668,CC1068,ACC101711,ACC100671,76680.67,2026-06-19 02:17:01,ATM Withdrawal,Pending
TXN82669,CC1929,ACC101096,ACC100374,189516.03,2026-02-20 09:38:41,UPI,Pending
TXN82670,CC1461,ACC100164,ACC100861,158529.28,2025-02-27 18:17:42,Card Payment,Pending
TXN82671,CC1680,ACC101660,ACC101603,43714.86,2025-04-19 11:58:36,IMPS,Pending
TXN82672,CC1481,ACC101104,ACC100176,159363.19,2025-05-01 20:53:39,UPI,Failed
TXN82673,CC1109,ACC101050,ACC101490,15374.9,2025-09-05 12:51:37,UPI,Completed
TXN82674,CC1283,ACC101849,ACC100902,119031.21,2025-11-08 13:46:19,RTGS,Failed
TXN82675,CC1062,ACC101577,ACC100711,136629.61,2026-07-14 02:21:06,ATM Withdrawal,Pending
TXN82676,CC1632,ACC100523,ACC101860,31564.9,2026-07-28 18:56:05,Card Payment,Completed
TXN82677,CC1638,ACC101405,ACC100329,87085.99,2026-07-02 19:03:01,ATM Withdrawal,Reversed
TXN82678,CC1981,ACC101389,ACC100103,128278.17,2026-06-20 02:57:53,RTGS,Failed
TXN82679,CC1881,ACC100166,ACC100879,179347.74,2026-03-13 23:24:06,UPI,Reversed
TXN82680,CC1778,ACC100956,ACC101403,30846.42,2025-10-12 05:00:26,IMPS,Completed
TXN82681,CC1571,ACC101985,ACC100062,68786.09,2026-06-16 23:22:35,NEFT,Failed
TXN82682,CC1695,ACC100024,ACC100523,124803.69,2026-05-07 15:45:43,ATM Withdrawal,Failed
TXN82683,CC1719,ACC100992,ACC100362,57331.88,2025-01-07 01:14:03,NEFT,Completed
TXN82684,CC1375,ACC100133,ACC101529,157382.19,2026-02-28 02:28:22,ATM Withdrawal,Reversed
TXN82685,CC1183,ACC101584,ACC100312,137408.79,2025-11-08 20:59:29,IMPS,Failed
TXN82686,CC1661,ACC101966,ACC100206,122199.28,2026-08-27 11:55:32,NEFT,Pending
TXN82687,CC1372,ACC100155,ACC101227,114731.47,2025-03-26 00:08:55,IMPS,Pending
TXN82688,CC1218,ACC100538,ACC101910,124741.3,2025-05-18 04:28:58,IMPS,Reversed
TXN82689,CC1057,ACC101089,ACC100671,115662.42,2025-06-19 13:32:11,NEFT,Failed
TXN82690,CC1760,ACC100760,ACC100541,40102.11,2025-10-12 08:34:50,NEFT,Completed
TXN82691,CC1247,ACC101071,ACC101298,1334.63,2025-05-04 10:41:54,RTGS,Reversed
TXN82692,CC1416,ACC101233,ACC100567,155846.02,2026-01-15 03:13:39,ATM Withdrawal,Failed
TXN82693,CC1378,ACC101651,ACC102000,50059.48,2025-07-29 15:23:00,ATM Withdrawal,Pending
TXN82694,CC1625,ACC101014,ACC100497,23922.59,2025-11-24 05:52:20,NEFT,Pending
TXN82695,CC1151,ACC100571,ACC100481,50597.51,2025-05-29 03:47:13,ATM Withdrawal,Failed
TXN82696,CC1817,ACC101520,ACC100989,158424.46,2026-03-19 10:27:10,ATM Withdrawal,Completed
TXN82697,CC1503,ACC100405,ACC101816,44926.83,2025-01-20 00:26:45,RTGS,Failed
TXN82698,CC1790,ACC100668,ACC101476,104878.75,2025-11-09 16:10:39,RTGS,Completed
TXN82699,CC1488,ACC101758,ACC101391,108440.26,2026-06-16 12:11:23,Card Payment,Failed
TXN82700,CC1535,ACC100903,ACC101533,36350.1,2025-07-13 23:47:28,UPI,Reversed
TXN82701,CC1898,ACC101542,ACC100323,126192.28,2026-01-05 16:29:46,NEFT,Reversed
TXN82702,CC1020,ACC101073,ACC100124,73754.46,2026-07-06 04:52:43,NEFT,Reversed
TXN82703,CC1148,ACC101548,ACC100416,187447.47,2025-03-26 13:29:23,UPI,Completed
TXN82704,CC1087,ACC100758,ACC100406,170097.8,2026-04-06 23:01:49,NEFT,Failed
TXN82705,CC1786,ACC100196,ACC101699,180948.32,2025-10-20 14:30:59,RTGS,Reversed
TXN82706,CC1872,ACC101430,ACC101116,102110.09,2026-03-08 06:47:31,UPI,Pending
TXN82707,CC1451,ACC101209,ACC101204,107656.88,2025-01-09 16:01:55,Card Payment,Failed
TXN82708,CC1255,ACC101037,ACC100378,108155.07,2026-08-21 17:47:04,NEFT,Pending
TXN82709,CC1671,ACC101604,ACC101591,44989.28,2026-02-04 10:28:44,Card Payment,Failed
TXN82710,CC1866,ACC100400,ACC101556,129209.06,2026-02-03 08:51:18,RTGS,Completed
TXN82711,CC1163,ACC101283,ACC100672,185388.92,2025-06-08 05:09:00,ATM Withdrawal,Pending
TXN82712,CC1804,ACC100575,ACC101581,81865.53,2025-09-20 21:17:51,NEFT,Reversed
TXN82713,CC1125,ACC100430,ACC101061,11847.78,2025-03-18 17:43:56,IMPS,Completed
TXN82714,CC1938,ACC101493,ACC100886,114275.09,2025-07-27 19:38:16,RTGS,Completed
TXN82715,CC1038,ACC101948,ACC100788,131775.64,2026-06-26 06:33:46,NEFT,Pending
TXN82716,CC1073,ACC100781,ACC100299,194884.3,2026-06-13 23:24:00,RTGS,Pending
TXN82717,CC1497,ACC101039,ACC100765,140369.18,2025-04-19 01:15:26,Card Payment,Pending
TXN82718,CC1650,ACC100026,ACC100738,75632.49,2025-12-08 20:41:48,IMPS,Pending
TXN82719,CC1324,ACC101284,ACC100071,137472.82,2026-01-28 19:19:04,NEFT,Pending
TXN82720,CC1327,ACC100345,ACC101121,105975.26,2026-08-20 21:50:52,UPI,Reversed
TXN82721,CC1781,ACC100064,ACC101076,14183.65,2025-01-04 14:06:18,ATM Withdrawal,Pending
TXN82722,CC1937,ACC101964,ACC100419,140946.09,2025-01-27 07:49:26,ATM Withdrawal,Completed
TXN82723,CC1520,ACC101332,ACC100684,196321.1,2026-06-02 09:16:50,RTGS,Pending
TXN82724,CC1822,ACC101706,ACC101000,27298.99,2025-04-26 06:11:27,Card Payment,Reversed
TXN82725,CC1508,ACC101749,ACC100854,42876.57,2026-07-27 07:49:04,Card Payment,Completed
TXN82726,CC1701,ACC101889,ACC101033,11436.92,2025-11-08 07:32:57,RTGS,Pending
TXN82727,CC1048,ACC101580,ACC101211,196683.04,2026-08-07 15:21:49,IMPS,Failed
TXN82728,CC1181,ACC100241,ACC101138,24745.09,2025-02-03 02:51:33,Card Payment,Reversed
TXN82729,CC1286,ACC100948,ACC100341,119878.1,2025-08-22 03:07:10,IMPS,Failed
TXN82730,CC1634,ACC101417,ACC100903,62179.31,2025-01-08 06:03:08,Card Payment,Pending
TXN82731,CC1110,ACC100273,ACC100148,98119.6,2025-04-27 14:50:48,UPI,Failed
TXN82732,CC1182,ACC101441,ACC100501,173798.22,2026-05-21 10:33:34,ATM Withdrawal,Completed
TXN82733,CC1894,ACC100163,ACC101092,63834.33,2025-06-20 00:26:13,UPI,Failed
TXN82734,CC1120,ACC100781,ACC100705,26492.5,2026-04-10 05:56:25,UPI,Completed
TXN82735,CC1010,ACC101178,ACC100705,45436.72,2025-02-13 00:57:52,UPI,Reversed
TXN82736,CC1617,ACC101350,ACC101719,36584.03,2025-11-28 02:14:25,Card Payment,Pending
TXN82737,CC1160,ACC100400,ACC101113,130642.39,2025-03-18 06:42:28,UPI,Pending
TXN82738,CC1031,ACC101742,ACC101159,130708.42,2026-07-28 02:53:38,RTGS,Completed
TXN82739,CC1077,ACC101773,ACC101876,151235.69,2026-02-02 19:24:05,Card Payment,Pending
TXN82740,CC1836,ACC100826,ACC100074,187166.4,2026-05-23 04:57:31,NEFT,Completed
TXN82741,CC1648,ACC101522,ACC100579,73210.06,2026-08-09 17:00:27,Card Payment,Pending
TXN82742,CC1707,ACC101404,ACC101818,177060.2,2025-08-23 07:13:23,UPI,Completed
TXN82743,CC1978,ACC100824,ACC101455,37904.97,2025-05-16 10:04:02,RTGS,Failed
TXN82744,CC1387,ACC101922,ACC100245,97327.24,2025-02-06 11:42:04,Card Payment,Failed
TXN82745,CC1103,ACC100424,ACC100454,131676.53,2025-01-31 18:25:28,NEFT,Completed
TXN82746,CC1886,ACC101772,ACC101914,117504.94,2025-06-03 09:00:30,RTGS,Completed
TXN82747,CC1654,ACC101726,ACC100413,67924.56,2026-03-06 13:21:15,NEFT,Completed
TXN82748,CC1228,ACC101629,ACC100787,45444.91,2026-06-14 11:30:17,NEFT,Pending
TXN82749,CC1620,ACC100208,ACC101205,64356.87,2026-06-01 00:44:00,UPI,Failed
TXN82750,CC1105,ACC100803,ACC100291,136492.1,2026-05-15 11:02:05,Card Payment,Failed
TXN82751,CC1441,ACC101064,ACC100494,129852.91,2025-10-02 12:23:00,UPI,Pending
TXN82752,CC1592,ACC100524,ACC101574,126808.44,2026-01-15 11:32:45,Card Payment,Failed
TXN82753,CC1398,ACC101762,ACC101522,57871.08,2025-06-15 01:06:32,UPI,Completed
TXN82754,CC1144,ACC100438,ACC100347,937.03,2026-01-20 11:06:38,ATM Withdrawal,Completed
TXN82755,CC1416,ACC101524,ACC100033,168693.32,2025-04-25 15:49:22,UPI,Reversed
TXN82756,CC1993,ACC100704,ACC100246,183868.5,2026-08-16 05:24:52,IMPS,Reversed
TXN82757,CC1650,ACC100726,ACC101644,4669.23,2026-02-15 03:56:25,Card Payment,Pending
TXN82758,CC1678,ACC100298,ACC101380,127655.98,2026-06-12 20:18:12,Card Payment,Reversed
TXN82759,CC1355,ACC100871,ACC101102,176012.29,2026-07-26 20:31:50,NEFT,Completed
TXN82760,CC1146,ACC101820,ACC100008,51789.74,2026-07-24 15:05:56,UPI,Pending
TXN82761,CC1393,ACC101604,ACC101380,68202.21,2025-10-19 15:24:48,RTGS,Completed
TXN82762,CC1259,ACC100597,ACC101609,28959.91,2026-04-26 03:43:58,ATM Withdrawal,Reversed
TXN82763,CC1961,ACC100606,ACC100691,43967.63,2025-10-31 11:37:23,RTGS,Completed
TXN82764,CC1981,ACC101147,ACC101969,10659.17,2025-05-29 20:39:57,UPI,Reversed
TXN82765,CC1737,ACC101194,ACC100717,61349.52,2025-07-20 10:27:58,RTGS,Pending
TXN82766,CC1831,ACC100920,ACC101409,28230.12,2025-09-18 06:26:40,UPI,Completed
TXN82767,CC1977,ACC101605,ACC101250,5448.54,2026-06-18 05:16:20,UPI,Completed
TXN82768,CC1271,ACC101454,ACC100882,133170.32,2026-03-29 01:09:53,NEFT,Reversed
TXN82769,CC1007,ACC100901,ACC100606,22912.97,2025-03-02 13:00:10,NEFT,Failed
TXN82770,CC1174,ACC100688,ACC100662,181659.23,2025-07-27 21:42:05,NEFT,Failed
TXN82771,CC1761,ACC100192,ACC100922,84541.68,2025-07-11 17:01:58,ATM Withdrawal,Failed
TXN82772,CC1307,ACC101897,ACC100142,98611.4,2025-09-30 21:02:06,IMPS,Pending
TXN82773,CC1460,ACC101258,ACC100075,70523.57,2026-07-17 08:35:10,ATM Withdrawal,Completed
TXN82774,CC1457,ACC100385,ACC101257,41231.13,2026-02-20 19:40:57,UPI,Completed
TXN82775,CC1780,ACC101879,ACC101966,152767.7,2026-07-11 05:51:37,IMPS,Failed
TXN82776,CC1445,ACC101951,ACC100224,27755.28,2025-03-04 12:18:24,RTGS,Reversed
TXN82777,CC1857,ACC101931,ACC100983,75516.73,2026-04-20 17:52:22,IMPS,Pending
TXN82778,CC1339,ACC101842,ACC100098,111238.58,2025-12-28 01:47:43,UPI,Failed
TXN82779,CC1254,ACC101627,ACC101697,193007.36,2026-08-18 18:09:22,IMPS,Completed
TXN82780,CC1902,ACC101189,ACC101186,176886.71,2026-06-11 13:07:00,NEFT,Failed
TXN82781,CC1644,ACC100686,ACC101567,166620.44,2025-09-14 07:33:43,NEFT,Failed
TXN82782,CC1700,ACC100684,ACC100289,2735.73,2025-07-10 21:55:46,ATM Withdrawal,Reversed
TXN82783,CC1346,ACC101706,ACC101156,24005.25,2025-05-06 18:50:54,ATM Withdrawal,Completed
TXN82784,CC1798,ACC100715,ACC100381,106251.64,2025-07-30 19:49:56,UPI,Failed
TXN82785,CC1200,ACC100031,ACC101989,86896.23,2025-08-13 00:46:42,ATM Withdrawal,Pending
TXN82786,CC1832,ACC100109,ACC100465,112621.48,2026-06-24 09:01:06,Card Payment,Reversed
TXN82787,CC1653,ACC100973,ACC100951,158453.67,2026-08-30 04:44:44,UPI,Completed
TXN82788,CC1753,ACC100036,ACC100673,3034.03,2026-05-17 03:37:29,UPI,Failed
TXN82789,CC1497,ACC100601,ACC101990,182304.05,2025-11-10 11:59:45,RTGS,Completed
TXN82790,CC1871,ACC100894,ACC101211,188768.12,2025-04-30 09:15:32,IMPS,Reversed
TXN82791,CC1483,ACC100425,ACC101132,128881.52,2025-09-09 03:49:44,Card Payment,Failed
TXN82792,CC1763,ACC101641,ACC100764,82923.77,2026-03-11 19:20:38,IMPS,Pending
TXN82793,CC1577,ACC100773,ACC100369,147503.96,2025-08-21 05:45:30,NEFT,Pending
TXN82794,CC1987,ACC100542,ACC101942,46058.21,2025-02-13 06:43:55,Card Payment,Completed
TXN82795,CC1585,ACC101366,ACC100083,65629.73,2026-02-20 10:43:51,UPI,Failed
TXN82796,CC1065,ACC101404,ACC100479,61984.14,2025-01-22 14:25:33,Card Payment,Pending
TXN82797,CC1154,ACC101945,ACC101183,156144.37,2026-03-31 12:51:44,ATM Withdrawal,Completed
TXN82798,CC1657,ACC101297,ACC101534,86575.13,2025-12-29 23:40:05,ATM Withdrawal,Completed
TXN82799,CC1483,ACC101623,ACC100016,32448.42,2025-10-02 05:55:15,IMPS,Pending
TXN82800,CC1453,ACC100513,ACC101493,132486.04,2026-04-19 07:34:02,UPI,Pending
TXN82801,CC1994,ACC100155,ACC101077,199062.32,2025-07-17 09:04:12,RTGS,Reversed
TXN82802,CC1733,ACC100245,ACC101649,87769.23,2026-07-30 04:26:07,UPI,Completed
TXN82803,CC1759,ACC100588,ACC100945,76659.53,2025-06-24 00:28:13,RTGS,Reversed
TXN82804,CC1552,ACC100987,ACC101815,158333.21,2025-08-23 23:22:19,UPI,Failed
TXN82805,CC1845,ACC101975,ACC100663,186382.17,2026-03-04 09:28:57,NEFT,Completed
TXN82806,CC1668,ACC100201,ACC101595,79587.24,2026-07-01 10:37:11,IMPS,Reversed
TXN82807,CC1237,ACC100970,ACC101305,145367.47,2025-01-15 17:55:41,ATM Withdrawal,Failed
TXN82808,CC1229,ACC101124,ACC100399,9546.81,2025-11-02 17:42:23,IMPS,Completed
TXN82809,CC1415,ACC100765,ACC101848,86997.06,2026-06-16 16:03:56,Card Payment,Failed
TXN82810,CC1919,ACC100141,ACC101041,136915.59,2025-02-08 21:08:18,RTGS,Reversed
TXN82811,CC1826,ACC101466,ACC100379,111371.44,2025-06-24 13:04:29,NEFT,Failed
TXN82812,CC1710,ACC100774,ACC100070,185537.29,2026-07-13 14:13:48,IMPS,Pending
TXN82813,CC1081,ACC100537,ACC101156,39431.78,2025-04-06 16:05:12,IMPS,Pending
TXN82814,CC1782,ACC100311,ACC101208,147758.0,2026-06-17 23:00:19,RTGS,Completed
TXN82815,CC1666,ACC100470,ACC100007,155358.13,2026-06-22 23:14:17,ATM Withdrawal,Completed
TXN82816,CC1671,ACC100166,ACC100823,57602.56,2026-02-27 08:37:11,Card Payment,Reversed
TXN82817,CC1203,ACC101149,ACC101415,194787.76,2026-07-23 03:13:56,NEFT,Reversed
TXN82818,CC1665,ACC100270,ACC101819,139881.16,2026-05-15 22:49:35,UPI,Completed
TXN82819,CC1373,ACC100708,ACC101840,41904.79,2026-08-17 05:23:44,ATM Withdrawal,Pending
TXN82820,CC1035,ACC101910,ACC100359,18130.35,2026-02-12 15:04:26,UPI,Pending
TXN82821,CC1251,ACC101032,ACC100637,14997.7,2026-04-30 16:29:25,UPI,Pending
TXN82822,CC1524,ACC101010,ACC100635,119770.65,2025-01-15 15:10:26,Card Payment,Failed
TXN82823,CC1544,ACC101043,ACC100146,1258.23,2025-02-01 07:37:05,IMPS,Reversed
TXN82824,CC1550,ACC100153,ACC100356,106451.61,2025-09-07 14:39:40,NEFT,Failed
TXN82825,CC1928,ACC101299,ACC101162,45046.86,2025-03-01 17:57:09,NEFT,Reversed
TXN82826,CC1662,ACC101956,ACC101059,19732.96,2026-03-12 18:22:15,ATM Withdrawal,Failed
TXN82827,CC1251,ACC101695,ACC101586,84637.92,2026-06-13 23:09:15,NEFT,Completed
TXN82828,CC1450,ACC100343,ACC101296,60452.16,2026-06-08 13:06:55,Card Payment,Completed
TXN82829,CC1349,ACC100885,ACC101638,177933.06,2025-06-13 07:03:52,Card Payment,Reversed
TXN82830,CC1511,ACC101132,ACC100061,13371.31,2026-08-13 08:24:31,UPI,Completed
TXN82831,CC1284,ACC101442,ACC100159,169827.93,2026-07-29 00:16:18,IMPS,Completed
TXN82832,CC1909,ACC101770,ACC100325,7911.09,2026-07-30 06:48:26,NEFT,Failed
TXN82833,CC1562,ACC100915,ACC100630,101006.28,2026-02-17 05:13:52,IMPS,Reversed
TXN82834,CC1720,ACC100144,ACC100983,185370.33,2025-05-14 14:29:26,UPI,Reversed
TXN82835,CC1998,ACC101553,ACC100386,122438.52,2025-12-06 20:04:45,NEFT,Reversed
TXN82836,CC1571,ACC101166,ACC101761,116634.84,2026-03-13 11:49:30,RTGS,Completed
TXN82837,CC1715,ACC100846,ACC101216,109981.66,2025-08-13 13:25:59,Card Payment,Pending
TXN82838,CC1692,ACC100506,ACC100975,148396.8,2026-01-16 13:49:05,ATM Withdrawal,Failed
TXN82839,CC1363,ACC100454,ACC100702,96629.52,2026-05-09 22:31:56,ATM Withdrawal,Failed
TXN82840,CC1577,ACC100283,ACC101410,122072.16,2025-12-14 16:14:26,UPI,Pending
TXN82841,CC1451,ACC100598,ACC100640,108494.69,2026-08-03 05:12:48,ATM Withdrawal,Reversed
TXN82842,CC1039,ACC100578,ACC100268,54100.31,2025-11-29 00:11:22,IMPS,Reversed
TXN82843,CC1656,ACC100128,ACC100319,24548.19,2026-05-06 16:11:39,RTGS,Completed
TXN82844,CC1936,ACC100816,ACC101555,22131.1,2025-01-04 07:28:46,IMPS,Pending
TXN82845,CC1783,ACC100332,ACC101207,58704.64,2025-08-17 16:52:46,UPI,Failed
TXN82846,CC1220,ACC101006,ACC100524,18460.4,2025-06-10 13:39:57,ATM Withdrawal,Completed
TXN82847,CC1525,ACC101498,ACC100769,64105.42,2025-05-04 00:33:26,UPI,Reversed
TXN82848,CC1940,ACC100007,ACC101775,99457.44,2026-05-30 06:39:50,NEFT,Completed
TXN82849,CC1241,ACC100262,ACC101275,61146.1,2025-06-20 21:30:50,RTGS,Failed
TXN82850,CC1186,ACC100736,ACC101847,9039.86,2026-02-18 11:28:23,RTGS,Failed
TXN82851,CC1487,ACC100618,ACC101068,75916.32,2025-06-02 17:04:00,Card Payment,Reversed
TXN82852,CC1686,ACC101533,ACC101546,1135.24,2025-12-16 12:03:55,RTGS,Failed
TXN82853,CC1491,ACC100431,ACC101072,143556.38,2025-10-18 03:03:36,IMPS,Completed
TXN82854,CC1798,ACC100059,ACC101529,86602.22,2026-01-24 03:26:56,Card Payment,Completed
TXN82855,CC1676,ACC100703,ACC100397,196693.18,2026-03-28 12:25:01,Card Payment,Pending
TXN82856,CC1301,ACC100598,ACC101421,75217.79,2026-04-20 22:37:05,ATM Withdrawal,Completed
TXN82857,CC1301,ACC100437,ACC100472,151949.87,2026-02-01 19:28:21,IMPS,Failed
TXN82858,CC1868,ACC101623,ACC100742,52940.02,2025-01-18 12:35:12,RTGS,Pending
TXN82859,CC1428,ACC100044,ACC100764,39274.05,2026-06-22 17:10:52,Card Payment,Failed
TXN82860,CC1623,ACC101443,ACC101206,190543.71,2026-08-26 12:24:46,UPI,Completed
TXN82861,CC1527,ACC100955,ACC101552,64384.32,2026-07-24 01:18:06,RTGS,Completed
TXN82862,CC1198,ACC100859,ACC100457,187566.6,2026-06-24 14:16:21,UPI,Pending
TXN82863,CC1822,ACC101522,ACC100800,24627.49,2026-08-01 07:55:28,ATM Withdrawal,Completed
TXN82864,CC1887,ACC100338,ACC100324,131163.46,2025-08-02 00:38:41,Card Payment,Failed
TXN82865,CC1302,ACC100442,ACC101933,187931.04,2025-06-17 02:50:12,RTGS,Failed
TXN82866,CC1339,ACC101703,ACC100901,121528.43,2025-02-01 01:30:11,RTGS,Reversed
TXN82867,CC1397,ACC101601,ACC101745,170593.61,2026-07-25 15:08:15,UPI,Reversed
TXN82868,CC1657,ACC100430,ACC101928,84109.95,2026-04-03 16:12:28,Card Payment,Completed
TXN82869,CC1663,ACC101395,ACC100759,22277.26,2025-02-23 09:06:15,IMPS,Reversed
TXN82870,CC1467,ACC100990,ACC101955,76239.29,2026-05-14 19:23:51,ATM Withdrawal,Pending
TXN82871,CC1762,ACC100264,ACC101474,190456.77,2025-10-05 19:24:30,NEFT,Reversed
TXN82872,CC1082,ACC101207,ACC100864,94594.72,2025-12-03 14:37:07,NEFT,Completed
TXN82873,CC1858,ACC101239,ACC100627,67229.33,2025-01-25 05:34:45,ATM Withdrawal,Failed
TXN82874,CC1924,ACC100611,ACC100417,112183.64,2026-06-26 04:24:53,ATM Withdrawal,Reversed
TXN82875,CC1414,ACC101171,ACC100572,191214.2,2025-08-30 21:24:24,IMPS,Failed
TXN82876,CC1785,ACC101119,ACC101067,85573.51,2026-06-03 19:37:25,ATM Withdrawal,Completed
TXN82877,CC1532,ACC101569,ACC100981,103884.31,2025-08-26 18:58:05,RTGS,Completed
TXN82878,CC1553,ACC101419,ACC100491,65048.65,2025-02-09 23:46:57,ATM Withdrawal,Failed
TXN82879,CC1625,ACC100109,ACC101407,56649.63,2025-10-26 08:29:17,NEFT,Reversed
TXN82880,CC1055,ACC100928,ACC100283,72779.08,2025-10-07 10:46:09,IMPS,Reversed
TXN82881,CC1066,ACC100125,ACC101233,67142.15,2026-04-17 20:10:35,IMPS,Failed
TXN82882,CC1927,ACC100113,ACC100935,63862.35,2025-04-03 19:15:39,UPI,Failed
TXN82883,CC1391,ACC101634,ACC100015,48227.13,2026-07-14 05:35:56,UPI,Pending
TXN82884,CC1322,ACC100848,ACC101072,189953.32,2025-04-28 21:57:01,ATM Withdrawal,Failed
TXN82885,CC1548,ACC101014,ACC100984,92080.66,2026-04-26 11:01:06,NEFT,Pending
TXN82886,CC1859,ACC101644,ACC101231,125770.61,2025-11-27 12:28:53,ATM Withdrawal,Reversed
TXN82887,CC1709,ACC101581,ACC100624,154752.93,2026-02-08 07:05:48,IMPS,Reversed
TXN82888,CC1069,ACC101063,ACC100826,36668.58,2026-02-21 23:28:47,ATM Withdrawal,Reversed
TXN82889,CC1072,ACC100827,ACC101848,46870.26,2025-08-20 17:25:13,ATM Withdrawal,Completed
TXN82890,CC1248,ACC100022,ACC101922,39977.67,2026-02-24 04:19:43,ATM Withdrawal,Reversed
TXN82891,CC1311,ACC100056,ACC101250,50946.5,2026-02-11 11:51:52,RTGS,Reversed
TXN82892,CC1464,ACC100063,ACC101593,62903.97,2026-02-08 09:17:51,NEFT,Failed
TXN82893,CC1989,ACC101154,ACC101331,67628.68,2025-04-16 04:06:41,IMPS,Reversed
TXN82894,CC1175,ACC100100,ACC101854,108404.56,2025-02-02 02:44:11,ATM Withdrawal,Pending
TXN82895,CC1919,ACC100522,ACC101880,101781.98,2026-06-30 00:58:01,Card Payment,Pending
TXN82896,CC1843,ACC100039,ACC100728,49596.01,2026-01-30 10:01:18,Card Payment,Failed
TXN82897,CC1409,ACC101075,ACC100874,123988.78,2025-02-10 01:59:05,ATM Withdrawal,Pending
TXN82898,CC1898,ACC100448,ACC100386,18350.07,2025-11-20 04:51:19,UPI,Failed
TXN82899,CC1914,ACC101952,ACC100252,185606.48,2026-04-13 10:32:44,RTGS,Pending
TXN82900,CC1474,ACC100867,ACC101060,83739.9,2025-04-06 20:51:11,IMPS,Reversed
TXN82901,CC1834,ACC101879,ACC101492,190992.44,2026-08-08 23:54:12,NEFT,Pending
TXN82902,CC1245,ACC101698,ACC100674,87459.95,2025-11-15 04:01:05,ATM Withdrawal,Failed
TXN82903,CC1263,ACC101632,ACC100657,89825.62,2026-01-23 02:26:55,Card Payment,Pending
TXN82904,CC1906,ACC101179,ACC101723,166357.49,2026-01-08 01:46:26,RTGS,Completed
TXN82905,CC1015,ACC100438,ACC100160,107159.65,2025-03-06 20:41:56,IMPS,Pending
TXN82906,CC1685,ACC100370,ACC101308,81884.34,2025-05-24 06:16:40,IMPS,Failed
TXN82907,CC1718,ACC101830,ACC101839,72719.78,2026-03-16 23:04:08,Card Payment,Completed
TXN82908,CC1226,ACC101559,ACC101556,108557.79,2026-02-26 14:43:11,IMPS,Failed
TXN82909,CC1310,ACC101383,ACC100107,15687.16,2026-06-10 19:11:45,ATM Withdrawal,Completed
TXN82910,CC1915,ACC100615,ACC101392,42426.25,2025-12-08 06:21:56,Card Payment,Failed
TXN82911,CC1846,ACC100369,ACC100703,126103.26,2026-03-17 04:53:34,Card Payment,Reversed
TXN82912,CC1826,ACC101532,ACC101325,965.43,2026-06-08 02:53:48,NEFT,Failed
TXN82913,CC1993,ACC101458,ACC100932,159120.28,2025-03-16 07:47:48,RTGS,Completed
TXN82914,CC1475,ACC101378,ACC100560,123878.33,2026-05-31 23:20:01,RTGS,Pending
TXN82915,CC1686,ACC100534,ACC100107,151763.33,2025-11-19 08:26:45,RTGS,Completed
TXN82916,CC1135,ACC100122,ACC100823,123556.02,2026-03-18 03:06:39,Card Payment,Failed
TXN82917,CC1790,ACC101213,ACC100931,44095.7,2026-03-27 04:21:15,UPI,Pending
TXN82918,CC1122,ACC100647,ACC101096,54937.88,2025-11-13 07:48:38,RTGS,Failed
TXN82919,CC1914,ACC101708,ACC101554,25978.63,2025-01-17 22:20:16,Card Payment,Completed
TXN82920,CC1063,ACC101197,ACC100338,156035.57,2025-08-04 03:36:22,UPI,Reversed
TXN82921,CC1574,ACC101017,ACC100498,3510.95,2025-12-17 21:12:37,UPI,Completed
TXN82922,CC1246,ACC101555,ACC100557,126986.74,2025-08-03 05:47:39,NEFT,Reversed
